nodes,batch_size,threads_per_node,iso_best_time_s,iso_avg_time_s,iso_best_tput,iso_avg_tput,real_best_time_s,real_avg_time_s,real_stdev_time_s,real_best_tput,real_avg_tput,avg_worker_compute_time_s,delta_time_avg_s,overhead_ratio_avg,individual_real_times_s,individual_iso_times_s
1,1000,1,0.09731022000005396,0.10243118433337865,10276.412898865561,9787.643069549944,0.23275207400001818,0.27906250700001084,0.05540928245513152,4296.4171395522,3681.0896368646936,0.05422883333333334,0.17663132266663217,2.724390124122331,0.3868;0.2740;0.2769;0.2452;0.2328;0.2586,0.1133;0.0973;0.1004;0.1004;0.0987;0.1045
2,1000,1,0.05594576599969514,0.06021665866668021,17874.45362720477,16633.78620241105,0.2132562599999801,0.25398657083345216,0.02373419465160499,4689.19411791285,3968.0758247546974,0.028553833333333334,0.19376991216677195,4.217878847103667,0.2496;0.2133;0.2511;0.2732;0.2815;0.2553,0.0635;0.0559;0.0616;0.0613;0.0587;0.0602
3,1000,1,0.03845745299986447,0.04802112233316317,26002.762065483745,21287.103999356397,0.23190920900015044,0.2726173101668034,0.028094637366730884,4312.032300534263,3702.067391934231,0.020707666666666666,0.22459618783364024,5.677029126379562,0.3097;0.2784;0.2319;0.2477;0.2834;0.2845,0.0472;0.0527;0.0397;0.0561;0.0385;0.0540
1,5000,1,0.4671771519997492,0.5063501519999439,10702.578194583206,10023.009547490474,0.6090231409998523,0.6494033648332334,0.03783564766541119,8209.868662447447,7720.549355013657,0.27288466666666666,0.14305321283328942,1.2825183566515554,0.6768;0.7105;0.6090;0.6430;0.6201;0.6371,0.4727;0.4814;0.4672;0.6592;0.4751;0.4825
2,5000,1,0.2452838630001679,0.2480777716665822,20384.545231973036,20156.934374830053,0.4404796600001646,0.47479242850007114,0.029833958267453133,11351.261940217924,10565.041128823374,0.14204916666666667,0.22671465683348893,1.9138854130719725,0.4520;0.4988;0.5189;0.4405;0.4599;0.4787,0.2522;0.2470;0.2453;0.2502;0.2479;0.2458
3,5000,1,0.1662937639998745,0.17385364233336986,30067.272997704073,28780.34983935212,0.4285669859996233,0.4426601441665146,0.013143754242533704,11666.787604597232,11303.51845509925,0.102284,0.26880650183314475,2.5461654885417917,0.4456;0.4650;0.4455;0.4305;0.4286;0.4408,0.1759;0.1663;0.1732;0.1781;0.1700;0.1796
